ID,C,r,n0,RMSE
ID-101,6.346947236022927,0.17002831605020124,3.504175381148233,56.82979458983271
ID-102,3.608497485600501,0.10425899516825768,54.18504641308234,129.13431158181695
ID-103,10.982927253161744,0.2437574953525447,0.033978585412098535,56.76137456352306
ID-104,4.280873418836445,0.11701403800822664,27.661153846279106,54.61477754579691
ID-105,82.00602507751385,0.4443725079997032,4.855856250321676e-33,114.86337684227745
ID-106,5.439651440589564,0.1309630264862135,8.681992204219657,66.66074342835937
ID-107,13.901167315682823,0.330221059117576,0.001835818484834019,109.07977109228061
ID-108,17.077333424594947,0.40377977495256195,7.663696965673978e-05,100.26356022894642
ID-201,7.258723727943248,0.13714823461776707,1.4080119312496333,121.94179148187683
ID-202,4.561730640224084,0.1253436025202466,20.887937083792163,63.089520657147524
ID-203,8.864158528544435,0.12110766175642185,0.2827319314339423,35.95646343363018
ID-204,13.438686843301102,0.24799724089424893,0.0029152946497419,71.01820329006473
ID-205,16.27900632475993,0.1866658231708535,0.00017027362343759715,139.73214067638486
ID-206,4.892486309993196,0.061976753720203615,15.005490231209661,31.011095318979784
ID-207,3.809867025441156,0.012721175727855081,44.30224859437328,14.714959062379021
ID-208,9.043819607741396,0.20778509224050629,0.23623761241639743,89.51760312309818
ID-209,13.006561839126451,0.16924134286814763,0.004491092090211288,107.52612646827825
ID-210,3.670955279459485,0.10213714542158236,50.904288837858275,101.4174817011107
ID-301,6.655367106337927,0.25697272307083047,2.5741911112281337,127.37319026740776
ID-302,6.802403874651373,0.12212446256830434,2.222201974920991,104.76851766593411
ID-303,4.4093297861031235,0.07475304395450422,24.326655259865344,68.77380144683583
ID-304,10.581821642311768,0.22557343133701177,0.05074616741796905,113.54488803867062
ID-305,3.653885093390449,0.06447091767994532,51.78069343350952,63.91451210656415
ID-306,4.743004397856098,0.16357786538716654,17.424862430854535,60.35828558774094
ID-307,4.601786153929087,0.10024568743877424,20.067795287195306,84.8847484361399
ID-308,3.1074317605200172,0.12743523956166042,89.43129698264414,173.93251986157836
ID-309,3.1445578391234923,0.055652716899747906,86.17194153252544,91.84535008316921
ID-310,6.190560833192935,0.21343284974706297,4.097354929405895,92.0993561847794
ID-401,4.2886518292766,0.10870253380732198,27.446828673615315,63.00270218702752
ID-402,3.4458972323052994,0.022855640946905627,63.75229779529796,28.119184813772623
ID-403,3.423033525229363,0.08455606472653837,65.22670260930727,77.93343474467576
ID-404,3.1581526039742274,0.0538935048461087,85.00838133477993,95.37420836925008
ID-405,2.775641796304398,0.056957542193274674,124.6189477283175,91.56793979267712
ID-406,6.634477100309331,0.19919903995341678,2.6285315893855508,179.75676738047687
ID-407,3.4184133241057664,0.05323867098241444,65.52876034040892,32.1051773522952
ID-408,3.080092827783066,0.032128912173487956,91.90998110229475,49.52796197464844
ID-409,4.798078939570362,0.11385458239803772,16.49114417196232,101.82493364902024
