ID,Modelo Logístico,Modelo de Gompertz,Modelo Logístico Generalizado,Modelo de Gompertz Modificado
ID-401,47.18132868669243,63.00270218702752,51.23951853705215,63.00270218702185
ID-402,28.227697152008687,28.119184813772623,28.194402888050696,28.11918481377235
ID-403,102.23396377808184,77.93343474467576,91.34214505907698,77.93343474467223
ID-404,116.54697490467854,95.37420836925008,107.3941385466863,95.37420836936754
ID-405,112.1325955510384,91.56793979267712,103.55907466245628,91.56793979108568
ID-406,160.77325010461178,179.75676738047687,167.8655634085325,179.75676738039303
ID-407,47.26894387427357,32.1051773522952,40.57506916946839,32.10517735161249
ID-408,46.28184839535457,49.52796197464844,47.49801053913594,49.527961974558615
ID-409,108.48989081095576,101.82493364902024,103.3962062035302,101.82493364902032
